ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L
0805059555,"\O\"" Is for Outlaw""",Sue Grafton,1999,Henry Holt &amp; Company,http://images.amazon.com/images/P/0805059555.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0805059555.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0805059555.01.LZZZZZZZ.jpg
0805036504,N Is for Noose (Kinsey Millhone Mysteries (Hardcover)),Sue Grafton,1998,Henry Holt &amp; Company,http://images.amazon.com/images/P/0805036504.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0805036504.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0805036504.01.LZZZZZZZ.jpg
0312974256,Welcome to Temptation,Jennifer Crusie,2001,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312974256.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312974256.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312974256.01.LZZZZZZZ.jpg
0446608815,Pop Goes the Weasel,James Patterson,2000,Warner Vision,http://images.amazon.com/images/P/0446608815.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446608815.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446608815.01.LZZZZZZZ.jpg
0515128546,Tears of the Moon (Irish Trilogy),Nora Roberts,2000,Jove Books,http://images.amazon.com/images/P/0515128546.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515128546.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515128546.01.LZZZZZZZ.jpg
0515114006,Private Scandals,Nora Roberts,1994,Jove Books,http://images.amazon.com/images/P/0515114006.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515114006.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515114006.01.LZZZZZZZ.jpg
0375401601,Vittorio the Vampire: New Tales of the Vampires,Anne Rice,1999,Alfred A. Knopf,http://images.amazon.com/images/P/0375401601.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375401601.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375401601.01.LZZZZZZZ.jpg
0399149392,Chesapeake Blue (Quinn Brothers (Hardcover)),Nora Roberts,2002,Putnam Publishing Group,http://images.amazon.com/images/P/0399149392.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399149392.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399149392.01.LZZZZZZZ.jpg
0670880728,Bridget Jones's Diary,Helen Fielding,1998,Viking Books,http://images.amazon.com/images/P/0670880728.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0670880728.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0670880728.01.LZZZZZZZ.jpg
0671039725,Carrie,Stephen King,2002,Pocket,http://images.amazon.com/images/P/0671039725.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671039725.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671039725.01.LZZZZZZZ.jpg
0345422317,The Genesis Code,John Case,1998,Ballantine Books,http://images.amazon.com/images/P/0345422317.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345422317.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345422317.01.LZZZZZZZ.jpg
0451142934,Skeleton Crew,Stephen King,1986,New Amer Library,http://images.amazon.com/images/P/0451142934.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451142934.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451142934.01.LZZZZZZZ.jpg
0786862564,Make the Connection: Ten Steps to a Better Body and a Better Life,Bob Greene,1996,Hyperion Press,http://images.amazon.com/images/P/0786862564.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786862564.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786862564.01.LZZZZZZZ.jpg
0440237556,The Dark Highlander,Karen Marie Moning,2002,Dell Publishing Company,http://images.amazon.com/images/P/0440237556.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440237556.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440237556.01.LZZZZZZZ.jpg
0446520802,The Notebook,Nicholas Sparks,1996,Warner Books,http://images.amazon.com/images/P/0446520802.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446520802.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446520802.01.LZZZZZZZ.jpg
0451173317,"The Waste Lands (The Dark Tower, Book 3)",Stephen King,1997,Signet Book,http://images.amazon.com/images/P/0451173317.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451173317.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451173317.01.LZZZZZZZ.jpg
0451160525,"The Gunslinger (The Dark Tower, Book 1)",Stephen King,1994,New American Library,http://images.amazon.com/images/P/0451160525.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451160525.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451160525.01.LZZZZZZZ.jpg
0345298349,Gorky Park,Martin Cruz Smith,1993,Ballantine Books,http://images.amazon.com/images/P/0345298349.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345298349.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345298349.01.LZZZZZZZ.jpg
0140276904,Jemima J,Jane Green,0,Penguin Putnam~trade,http://images.amazon.com/images/P/0140276904.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140276904.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140276904.01.LZZZZZZZ.jpg
1558745157,The Lost Boy: A Foster Child's Search for the Love of a Family,Dave Pelzer,1997,Health Communications,http://images.amazon.com/images/P/1558745157.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1558745157.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1558745157.01.LZZZZZZZ.jpg
0312955006,The Concrete Blonde (A Harry Bosch Novel),Michael Connelly,1995,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312955006.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312955006.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312955006.01.LZZZZZZZ.jpg
0446675059,The Honk and Holler Opening Soon,Billie Letts,1999,Warner Books,http://images.amazon.com/images/P/0446675059.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446675059.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446675059.01.LZZZZZZZ.jpg
0375411550,The Bluest Eye,Toni Morrison,2000,Knopf,http://images.amazon.com/images/P/0375411550.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375411550.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375411550.01.LZZZZZZZ.jpg
0064400018,Little House in the Big Woods,Laura Ingalls Wilder,1953,HarperTrophy,http://images.amazon.com/images/P/0064400018.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0064400018.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0064400018.01.LZZZZZZZ.jpg
0425158594,Demon Seed,Dean R. Koontz,1997,Berkley Publishing Group,http://images.amazon.com/images/P/0425158594.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425158594.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425158594.01.LZZZZZZZ.jpg
0448095017,"The Secret of the Old Clock (Nancy Drew Mystery Stories, No 1)",Carolyn Keene,1930,Grosset &amp; Dunlap,http://images.amazon.com/images/P/0448095017.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0448095017.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0448095017.01.LZZZZZZZ.jpg
1558745017,Chicken Soup for the Christian Soul (Chicken Soup for the Soul Series (Paper)),Jack Canfield,1997,Health Communications,http://images.amazon.com/images/P/1558745017.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1558745017.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1558745017.01.LZZZZZZZ.jpg
0440221099,Talk Before Sleep: A Novel,Elizabeth Berg,1995,Island,http://images.amazon.com/images/P/0440221099.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440221099.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440221099.01.LZZZZZZZ.jpg
0385319207,One True Thing,Anna Quindlen,1997,Delta Trade Paperbacks,http://images.amazon.com/images/P/0385319207.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385319207.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385319207.01.LZZZZZZZ.jpg
0425163407,Unnatural Exposure,Patricia Daniels Cornwell,1998,Berkley Publishing Group,http://images.amazon.com/images/P/0425163407.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425163407.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425163407.01.LZZZZZZZ.jpg
0671873199,All That Glitters (Landry),V.C. Andrews,1995,Pocket,http://images.amazon.com/images/P/0671873199.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671873199.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671873199.01.LZZZZZZZ.jpg
0515133876,Narcissus in Chains (Anita Blake Vampire Hunter (Paperback)),Laurell K. Hamilton,2002,Jove Books,http://images.amazon.com/images/P/0515133876.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515133876.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515133876.01.LZZZZZZZ.jpg
0515134465,Bloody Bones (Anita Blake Vampire Hunter (Paperback)),Laurell K. Hamilton,1996,Jove Books,http://images.amazon.com/images/P/0515134465.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515134465.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515134465.01.LZZZZZZZ.jpg
0399148248,Midnight Bayou,Nora Roberts,2001,Putnam Publishing Group,http://images.amazon.com/images/P/0399148248.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399148248.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399148248.01.LZZZZZZZ.jpg
0671027581,Open Season,Linda Howard,2002,Pocket,http://images.amazon.com/images/P/0671027581.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671027581.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671027581.01.LZZZZZZZ.jpg
1573229725,Fingersmith,Sarah Waters,2002,Riverhead Books,http://images.amazon.com/images/P/1573229725.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1573229725.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1573229725.01.LZZZZZZZ.jpg
0671534726,Heart Song (Logan),V.C. Andrews,1997,Pocket,http://images.amazon.com/images/P/0671534726.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671534726.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671534726.01.LZZZZZZZ.jpg
0425136981,Shadowfires,Dean R. Koontz,1994,Berkley Publishing Group,http://images.amazon.com/images/P/0425136981.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425136981.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425136981.01.LZZZZZZZ.jpg
0440224780,The Ranch,DANIELLE STEEL,1998,Dell,http://images.amazon.com/images/P/0440224780.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440224780.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440224780.01.LZZZZZZZ.jpg
1573227889,Tipping the Velvet,Sarah Waters,2000,Riverhead Books,http://images.amazon.com/images/P/1573227889.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1573227889.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1573227889.01.LZZZZZZZ.jpg
0061097853,The First Eagle (Jim Chee Novels),Tony Hillerman,1999,HarperTorch,http://images.amazon.com/images/P/0061097853.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061097853.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061097853.01.LZZZZZZZ.jpg
0671867091,Remember Me,Mary Higgins Clark,1995,Pocket,http://images.amazon.com/images/P/0671867091.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671867091.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671867091.01.LZZZZZZZ.jpg
0345386108,Winter Moon,Dean R. Koontz,1995,Ballantine Books,http://images.amazon.com/images/P/0345386108.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345386108.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345386108.01.LZZZZZZZ.jpg
0553576798,The Other Daughter,LISA GARDNER,1999,Bantam,http://images.amazon.com/images/P/0553576798.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553576798.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553576798.01.LZZZZZZZ.jpg
0446525537,A Walk to Remember,Nicholas Sparks,1999,Warner Books,http://images.amazon.com/images/P/0446525537.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446525537.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446525537.01.LZZZZZZZ.jpg
0670894605,The Secret Life of Bees,Sue Monk Kidd,2002,Viking Books,http://images.amazon.com/images/P/0670894605.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0670894605.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0670894605.01.LZZZZZZZ.jpg
0380710722,It's Always Something,Gilda Radner,1990,Avon,http://images.amazon.com/images/P/0380710722.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380710722.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380710722.01.LZZZZZZZ.jpg
0066209773,"The Master Butchers Singing Club : A Novel (Erdrich, Louise)",Louise Erdrich,2003,HarperCollins,http://images.amazon.com/images/P/0066209773.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0066209773.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0066209773.01.LZZZZZZZ.jpg
0446611476,Stone Kiss,Faye Kellerman,2003,Warner Books,http://images.amazon.com/images/P/0446611476.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446611476.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446611476.01.LZZZZZZZ.jpg
0451200152,The Town,Bentley Little,2000,Signet Book,http://images.amazon.com/images/P/0451200152.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451200152.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451200152.01.LZZZZZZZ.jpg
0786867647,Lucky Man: A Memoir,Michael J. Fox,2002,Hyperion,http://images.amazon.com/images/P/0786867647.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786867647.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786867647.01.LZZZZZZZ.jpg
0515133973,Midnight Bayou,Nora Roberts,2004,Jove Books,http://images.amazon.com/images/P/0515133973.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515133973.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515133973.01.LZZZZZZZ.jpg
0671702513,The Prize,Julie Garwood,1991,Pocket,http://images.amazon.com/images/P/0671702513.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671702513.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671702513.01.LZZZZZZZ.jpg
0345445848,Big Cherry Holler: A Big Stone Gap Novel (Ballantine Reader's Circle),Adriana Trigiani,2002,Ballantine Books,http://images.amazon.com/images/P/0345445848.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345445848.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345445848.01.LZZZZZZZ.jpg
0440205573,Star,Danielle Steel,1990,Dell,http://images.amazon.com/images/P/0440205573.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440205573.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440205573.01.LZZZZZZZ.jpg
0440201926,Kaleidoscope,Danielle Steel,1988,Dell,http://images.amazon.com/images/P/0440201926.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440201926.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440201926.01.LZZZZZZZ.jpg
0440176484,Secrets,DANIELLE STEEL,1986,Dell,http://images.amazon.com/images/P/0440176484.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440176484.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440176484.01.LZZZZZZZ.jpg
0670894184,Back Roads,Tawni O'Dell,2000,Viking Books,http://images.amazon.com/images/P/0670894184.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0670894184.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0670894184.01.LZZZZZZZ.jpg
0440236053,Writ of Execution,Perri O'Shaughnessy,2002,Dell Publishing Company,http://images.amazon.com/images/P/0440236053.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440236053.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440236053.01.LZZZZZZZ.jpg
0679454497,Blood and Gold (Vampire Chronicles),Anne Rice,2001,Alfred A. Knopf,http://images.amazon.com/images/P/0679454497.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679454497.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679454497.01.LZZZZZZZ.jpg
038542017X,"Like Water for Chocolate : A Novel in Monthly Installments with Recipes, Romances, and Home Remedies",LAURA ESQUIVEL,1995,Anchor,http://images.amazon.com/images/P/038542017X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038542017X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038542017X.01.LZZZZZZZ.jpg
0671010085,One Pink Rose (Clayborne Brides),Julie Garwood,1997,Pocket,http://images.amazon.com/images/P/0671010085.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671010085.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671010085.01.LZZZZZZZ.jpg
0446356611,Rage of Angels,Sidney Sheldon,1988,Warner Books,http://images.amazon.com/images/P/0446356611.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446356611.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446356611.01.LZZZZZZZ.jpg
0553574574,Beach Music,Pat Conroy,1996,Bantam Books,http://images.amazon.com/images/P/0553574574.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553574574.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553574574.01.LZZZZZZZ.jpg
0515107867,The Cat Who Knew a Cardinal,Lilian Jackson Braun,1995,Jove Books,http://images.amazon.com/images/P/0515107867.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515107867.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515107867.01.LZZZZZZZ.jpg
0451190572,The Green Mile: Coffey on the Mile (Green Mile Series),Stephen King,1996,Signet Book,http://images.amazon.com/images/P/0451190572.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451190572.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451190572.01.LZZZZZZZ.jpg
0515109509,The Cat Who Moved a Mountain,Lilian Jackson Braun,1992,Jove Books,http://images.amazon.com/images/P/0515109509.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515109509.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515109509.01.LZZZZZZZ.jpg
0345338588,"On a Pale Horse (Incarnations of Immortality, Bk. 1)",Piers Anthony,1989,Del Rey Books,http://images.amazon.com/images/P/0345338588.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345338588.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345338588.01.LZZZZZZZ.jpg
0345318854,With a Tangled Skein (Incarnations of Immortality (Paperback)),PIERS ANTHONY,1986,Del Rey,http://images.amazon.com/images/P/0345318854.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345318854.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345318854.01.LZZZZZZZ.jpg
0618002243,"The Return of the King (The Lord of The Rings, Part 3)",J. R. R. Tolkien,1999,Houghton Mifflin Company,http://images.amazon.com/images/P/0618002243.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0618002243.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0618002243.01.LZZZZZZZ.jpg
0618002235,"The Two Towers (The Lord of the Rings, Part 2)",J. R. R. Tolkien,1999,Houghton Mifflin Company,http://images.amazon.com/images/P/0618002235.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0618002235.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0618002235.01.LZZZZZZZ.jpg
0618002227,"The Fellowship of the Ring (The Lord of the Rings, Part 1)",J. R. R. Tolkien,1999,Houghton Mifflin Company,http://images.amazon.com/images/P/0618002227.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0618002227.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0618002227.01.LZZZZZZZ.jpg
067187098X,For the Roses,Julie Garwood,1996,Pocket,http://images.amazon.com/images/P/067187098X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067187098X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067187098X.01.LZZZZZZZ.jpg
0375411070,Basket Case,CARL HIAASEN,2002,Knopf,http://images.amazon.com/images/P/0375411070.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375411070.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375411070.01.LZZZZZZZ.jpg
0399149155,Q Is for Quarry,Sue Grafton,2002,Putnam Publishing Group,http://images.amazon.com/images/P/0399149155.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399149155.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399149155.01.LZZZZZZZ.jpg
0060976241,The Lone Ranger and Tonto Fistfight in Heaven,Sherman Alexie,1994,Perennial,http://images.amazon.com/images/P/0060976241.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060976241.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060976241.01.LZZZZZZZ.jpg
0688170528,The Pact: A Love Story,Jodi Picoult,1999,Quill,http://images.amazon.com/images/P/0688170528.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0688170528.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0688170528.01.LZZZZZZZ.jpg
0425184943,Blue Diary,Alice Hoffman,2002,Berkley Publishing Group,http://images.amazon.com/images/P/0425184943.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425184943.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425184943.01.LZZZZZZZ.jpg
0679441018,Memnoch the Devil : The Vampire Chronicles (Vampire Chronicles),ANNE RICE,1995,Knopf,http://images.amazon.com/images/P/0679441018.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679441018.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679441018.01.LZZZZZZZ.jpg
